;Título;info;Contenido;Etiqueta
562;Federación asegura que nunca recibió quejas de cobros de técnicos;Álvaro González Alzate dice que nunca recibió denuncias de irregularidades en selecciones femeninas.;Álvaro González Alzate, segundo vicepresidente de la Federación de Fútbol y uno de los directivos con más peso e influencia tanto en el balompié nacional como sobre líderes del fútbol femenino, fue el delegado de la Selección Colombia de mujeres que disputó los Juegos Olímpicos del 2016. E ste lunes le dijo a EL TIEMPO que en ningún momento, él u otros directivos recibieron denuncias sobre supuestos cobros por convocatorias a ‘concentraciones paralelas’ o por los uniformes de jugadoras que habría exigido el exentrenador Felipe Taborda y denunciaron ayer en un video por las futbolistas Melissa Ortiz e Isabella Echeverri. “Uno de los responsables del fútbol femenino en Colombia soy yo, Álvaro González, y jamás, óigase bien, jamás en los 36 años que llevo de dirigente he conocido una queja o una denuncia o un reclamo de que los técnicos de las selecciones femeninas les hayan cobrado a las jugadoras por alinearlas o por convocarlas o por algo. El directivo que más ha estado con los equipos femeninos en el exterior soy yo y jamás recibí una queja de esas y tampoco ningún otro delegado de esos equipos como lo han sido Alejandro Hernández, César Guzmán o Elkin Arce”, le dijo Gónzález a EL TIEMPO. El directivo dijo que Taborda sí tuvo serios problemas con ese grupo de jugadoras durante los Olímpicos de Río, al punto de que él, en pleno campeonato, hizo que el asistente Pedro Alzate tomara las riendas del equipo, aunque públicamente no se supo. Según contó, después de la goleada que le propinó Francia en el debut (4-0), en una reunión posterior al partido al menos tres jugadoras le recriminaron al técnico el intentar sacarlas del equipo durante la gira previa de preparación en la que utilizó a otras futbolistas, pero que por los malos resultados (fueron goleadas 7-0 por Estados Unidos) tuvo que volverlas a alinear en los olímpicos. “Era imposible que las siguiera dirigiendo. Cuando le pregunté por qué quiso cambiar de jugadoras, él me dijo que eran unas disociadoras que reventaban el grupo”, contó. El directivo recordó que Taborda y un grupo de sus futbolistas chocaron porque ellas querían a Nelson Abadía, quien ya había sido su asistente y luego fue su reemplazo. González, con vehemencia, dijo que no entiende por qué solo ahora, dos años y medio después, las jugadoras publican sus denuncias sí pudieron hacerlo en su momento a la federación para que se investigara el caso. “Con el solo hecho de decirle al delegado, la federación hubiera abierto una investigación disciplinaria. ¿Por qué ahora sacan un video y no mandaron una carta formal a la federación? Si hoy recibimos una denuncia formal en la federación de una sola jugadora, abrimos de inmediato una investigación disciplinaria, pero no lo haremos por versiones de prensa o por chismes”, agregó. DEPORTES ;deportes
563;Así quedaron los grupos de la Champions League 2019-20;El grupo de la muerte será el que enfrente a Barcelona, Borussia Dortmund e Inter de Milán.;Este jueves se realizó, en el Forum Grimaldi de Montecarlo, el sorteo de la fase de grupos de la Champions League 2019-20, en el que el grupo de la muerte será el F en el que están Barcelona , Borussia Dortmund, Inter de Milá n y el Slavia Praga. Otro de los grandes duelos que se podrán ver en la primera fase de la Champions League será el de Real Madrid y PSG , que quedaron encuadrados en el grupo A. Además, Atlético de Madrid volverá a medirse con Juventus. Grupo A PSG Real Madrid Brujas Galatasaray Grupo B Bayern Múnich Tottenham Olympiacos Estrella Roja Grupo C Manchester City Shajtar Donetsk Dinamo Zagreb Atalanta Grupo D Juventus Atlético de Madrid Bayer Leverkusen Lokomotiv Grupo E Liverpool Nápoles Salzburgo Genk Grupo F Barcelona Borussia Dortmund Inter de Milán Slavia Praga Grupo G Zenit Benfica Lyon Leipzig Grupo H Chelsea Ajax Valencia Lille DEPORTES ;deportes
564;Argentina, sin ningún brillo, apenas venció 1-0 a Marruecos;Un partido protagonizado por los fuertes vientos fue ganado por los argentinos con gol de Correa.;Argentina, sin Lionel Messi, le ganó sobre la hora el martes a Marruecos por 1-0 con un gol de Ángel Correa, en un partido que nada tuvo de amistoso, convertido en concierto de golpes arteros y protestas en el estadio Ibn Battouta de Tánger, ante casi 45.000 espectadores. A los 84 minutos, sorpresivamente, cuando el empate en cero parecía sellado, Correa, que había ingresado por Rodrigo De Paul, entró al área a todo trapo, se abrió hacia su perfil derecho y clavó un derechazo junto al segundo palo. El fuerte viento que atravesó la cancha también conspiró para ver un espectaculo decoroso. La albiceleste jugó uno de sus últimos encuentros de preparación antes de la Copa América de Brasil-2019. Los Leones de Atlas se alistan para la Copa de África. Los argentinos venían de caer en forma casi humillante con Venezuela por 3-1 en Madrid, con Messi desconcertado por no hallar una compañía adecuada que potencie el juego arrollador que desarrolla en el FC Barcelona. Los marroquíes habían empatado sin goles con Malaui por la zona clasificatoria africana. AFP ;deportes
565;Segunda derrota de Colombia en el Suramericano sub 17;El equipo nacional cayó 2-1 contra Uruguay y complica su clasificación al hexagonal final.;Pese a que Colombia sub 17 arrancó de la mejor manera posible y a los cinco minutos, tras un penalti  sobre Arroyo, ejecutado por él mismo, consiguió la ventaja, los dirigidos por Héctor Cárdenas no pudieron con Uruguay y vieron cómo los jóvenes charrúas les dieron vuelta al marcador en menos de 30 minutos para concluir perdiendo, nuevamente, por 1-2. Con base en este resultado, Colombia, que descansó durante la primera jornada, sigue sin sumar dentro del Suramericano y cada vez está más complicado su paso al hexagonal final, teniendo en cuenta los malos resultados, la diferencia de gol y lo atrasado que se encuentra el equipo en la tabla de posiciones del evento. Los goles uruguayos llegaron a través de Alexander Machado, quien de cabeza aprovechó un error de la defensa y del arquero del equipo, mientras que minutos más tarde fue Cartagena el encargado de ampliar la ventaja para La Celeste, con un remate de fuera del área que pasó entre las piernas de los defensores y terminó metiéndose por el palo derecho del arquero. Tras esta derrota, Colombia es último del grupo 2 con 0 puntos sumados y -2 de diferencia de gol con cuatro goles en contra y sólo dos a favor. De tal manera, el equipo colombiano tiene que apostar ahora a una derrota de Argentina frente a Paraguay, para que los gauchos, que son terceros en el grupo, no amplíen su ventaja sobre los colombianos. Mientras tanto, el próximo enfrentamiento del grupo dirigido por Cárdenas será contra Paraguay, al que enfrentará, con la necesidad de ganar, el sábado 30 de marzo, a las 5:10 ;deportes
566;Barcelona no extraña a Lionel Messi: venció 2-0 al Inter;El equipo catalán, de hecho, pudo haber goleado a los italianos en la jornada de la Champions.;"Sin el argentino Lionel Messi, que se perderá las próximas tres semanas por una lesión en el radio del brazo derecho, el entrenador del Barcelona, Ernesto Valverde, apostó en la victoria (2-0) ante el Inter de Milán por Rafinha Alcántara, que se postula para jugar el clásico del próximo domingo. Ni Ousmane Dembélé, junto a Philippe Coutinho el fichaje más caro de la historia del Barcelona, ni Malcom Oliveira, la incorporación más cuantiosa del club en el último mercado de verano, ni tan siquiera el experimentado Arturo Vidal. Sin Messi, Valverde se atrevió con un jugador de la casa. Ante su exequipo, Rafinha se reivindicó con un gol (1-0, min.32) y trabajó para que la intensa presión avanzada de su equipo diera la razón al técnico azulgrana, que hasta la fecha solo le había dado la oportunidad como titular en dos encuentros: contra el Sevilla, en la Supercopa de España, y en el partido de Liga contra la Real Sociedad. A estos dos encuentros se sumaron dos ratos más en la competición doméstica y en la Liga de Campeones. En total 105 minutos en los que, hasta la fecha, había pasado desapercibido. En un 4-3-3, Rafinha ocupó el flanco izquierdo del ataque, situándose en la posición que habitualmente ocupa Messi. Buscaba Valverde equilibrio, lo que le faltó el pasado sábado contra el Sevilla cuando Dembélé entró por el astro argentino en el minuto 26. El francés perdió múltiples balones y apenas trabajó en defensa. ""Un balón puede perderlo Dembélé, Rakitic, Coutinho y Suárez, pero la cuestión es lo que se hace después"", explicó en la rueda de prensa previa al partido el técnico azulgrana, quien conminó al exjugador del Borussia Dortmund a ""trabajar más"" para superar los malos momentos. Aunque la respuesta más contundente sobre el francés de Valverde llegó una hora antes del inicio del partido, cuando se confirmó su suplencia. Sin Dembélé, se vio a un Barcelona comprometido con la presión avanzada, jugando en campo contrario y con Rafinha erigiéndose en una pieza clave para que su exequipo sufriera en la salida de balón. A ello se sumó la capacidad de llegada del hispano-brasileño, que poco antes de abrir el marcador, gozó de dos disparos francos que no fue capaz de impactar con suficiente potencia. A la tercera fue la vencida y, tras un centro milimétrico de Suárez, el 'llegador' Rafinha solo tuvo que rematar desde el interior del área para batir a Handanovic. Un tanto que no celebró por respeto al club que en la segunda mitad de la pasada temporada le dio la oportunidad de volver a jugar tras una lesión de larga duración. Tras la reanudación, Rafinha siguió con su trabajo silencioso, agrupando a su equipo en la presión y colaborando en alguna transición rápida, hasta que Valverde decidió sustituirlo en el minuto 71 por el lateral Nelson Semedo. No fue el único cambio de Valverde. En el 78 entraba el chileno Arturo Vidal por Arthur y, a tres minutos para el final, Munir daba algo de descanso a Coutinho. Dembélé, en cambio, ni calentó. El Barça demostró que también puede ganar sin Messi y jugar bien con Rafinha, que entra en las quinielas para jugar contra el Real Madrid el próximo domingo. EFE ";deportes
567;Barcelona goleó 0-3 al Real Madrid y va a la final de la Copa del Rey;La efectividad que no tuvieron los locales sí la tuvieron los culé. Luis Suárez anotó a lo panenka.;El Barcelona se metió este miércoles en su sexta final consecutiva de Copa del Rey tras golear 3-0 al Real Madrid en el Santiago Bernabéu, con doblete de Luis Suárez, en la vuelta de semifinales del torneo del KO. En un partido que parecía tener controlado el equipo blanco, apareció Luis Suárez a pase de Ousmane Dembelé para abrir el marcador (50), antes de que Raphael Varane metiera en propia puerta el 2-0 (69) y Suárez remachara de penal el 3-0 definitivo (72). El Barça estará así el 25 de mayo en la final copera del estadio Benito Villamarín de Sevilla, donde buscará su quinto título consecutivo, algo inédito en los 115 años de historia de esta competición. Obligados a marcar tras el 1-1 de la ida en el Camp Nou, el Barça tuvo que esperar hasta la segunda parte par dar el golpe. Tras una primera parte, en la que ambos equipos se mostraban muy prudentes, pero en la que el Real Madrid parecía dominar más, el partido se revolucionó en la segunda mitad. Nada más iniciarse el segundo tiempo, Dembelé acabó una cabalgada con un pase atrás a Luis Suárez, que abrió el marcador con un tiro ajustado al palo (50). Tras el gol, el Barça dio un paso atrás, propiciando nuevos momentos de dominio del Real Madrid, que se encontró con la buena actuación del meta Marc André Ter Stegen. Cuando más sufría el Barça, los azulgrana salieron en velocidad con un balón en profundidad a Dembelé que mete desde la derecha al área donde Varane al intentar adelantarse a Luis Suárez la metió en su portería (69). Apenas tres minutos después, Suárez era derribado en el área por Casemiro en una acción sancionado con penal, que transformó el uruguayo a lo Panenka para hacer el 3-0 definitivo (72). El gol fue el golpe definitivo para el Real Madrid, que siguió buscando el gol del honor, pero sin suerte. Los hombres de Ernesto Valverde esperarán ahora a conocer su rival de la final de Copa que saldrá de la segunda semifinal que disputarán el jueves el Valencia y el Betis. AFP ;deportes
568;'Mostaza' Merlo llega a Fuerza Amarilla, rival de Santa Fe en la Copa;El argentino Reemplazará al uruguayo Marcelo Fleitas. La otra semana visita a los cardenales.;"El técnico argentino Reinaldo ""Mostaza"" Merlo reemplazará desde este jueves al uruguayo Marcelo Fleitas al frente de Fuerza Amarilla, de la primera división de Ecuador, indicó a los periodistas el jefe de prensa del club, Richard Cevallos. ""Merlo llegará mañana y el próximo viernes observará el partido entre Barcelona y Fuerza Amarilla, y el martes debutará en el partido por Copa Sudamericana contra Santa Fe, en Colombia"", dijo Cevallos. El jefe de prensa expresó que Fleitas, que reemplazó este año al ecuatoriano Ángel Gracia, que renunció por un problema de salud de su esposa ""entrenó hasta ayer al equipo"". Por su parte, Merlo dirigió al ecuatoriano Barcelona entre junio y diciembre de 2008. Fuerza Amarilla esta entre los últimos de la tabla de posiciones en el torneo local y en el reciente partido por la Copa Sudamericana empató a un gol con Santa Fe, tras dejar en el camino en la primera etapa al chileno O'Higgins. Además de Merlo, el cuadro ecuatoriano se reforzó para la segunda etapa con los argentinos Federico Laurito y Brian Ferreira, mientras que fue ratificado el defensa uruguayo Federico Alonso. Fuerza Amarilla visitará a Santa Fe el próximo martes en el partido de vuelta de la Copa Suramericana. La ida quedó 1-1. EFE ";deportes
569;La Selección Argentina se ilusiona con un grupo accesible;El equipo de Lionel Messi se enfrentará por el Grupo D a Islandia, Croacia y Nigeria.;"La selección argentina, subcampeona en el pasado Mundial de Brasil 2014, iniciará en la cita rusa de 2018 la búsqueda de una nueva final mundialista desde el Grupo D que comparte con los combinados de Islandia, Croacia y Nigeria. El sorteo celebrado este viernes en el Palacio del Kremlin de Moscú obsequió al grupo dirigido por Jorge Sampaoli con un grupo accesible. Arrancará su andadura el día 16 de junio en el estadio Spartak de Moscú ante la debutante Islandia. Continuará la fase de grupos el día 21 en Nizhny Novgorod, ante el conjunto croata. El día 26, en San Petersburgo, se reencontrará con Nigeria -su rival en la final olímpica que ganó en 2008- en el cierre de la primera fase. Pese a las dificultades vividas durante la ronda clasificatoria, la aspiración del plantel capitaneado por Leo Messi es repetir en la final. Lo hicieron en el Mundial de 2014, cuando un gol en la prórroga del alemán Mario Götze truncó su sueño. La suerte le resultó esquiva también en las finales de la Copa América de 2015 y de la edición Centenario de 2016. Perdió ambas ante Chile en los penaltis, con Gerardo Martino como preparador. Con él inició la selección argentina el camino hacia Rusia, aunque el técnico renunció cuando el equipo marchaba tercero ante los problemas institucionales y económicos de la AFA. Le sucedió Edgardo Bauza, pero su periplo apenas se extendió durante ocho encuentros. Ganó 11 puntos de 24 posibles y fue despedido. Ya con Jorge Sampaoli en el banquillo, Argentina se aferró a la clasificación para el Mundial de Rusia. Después de tres empates consecutivos -ante Uruguay, Venezuela y Perú-, el 10 de octubre reservó su billete gracias a un triplete del '10'. Messi desarmó a Ecuador en Quito y entregó a Argentina la clasificación. Ahora apunta a Rusia. Islandia, Croacia y Nigeria componen ""un grupo bastante accesible, por los equipos que le tocaron y porque Argentina tiene que mejorar"", analizó Diego Armando Maradona tras el sorteo. ""No puede jugar tan mal como lo está haciendo"", apostilló. La escuadra islandesa, inexperta en Mundiales, se presenta como un rival propicio para un estreno victorioso, si bien firmó una meritoria actuación en la pasada Eurocopa, t odavía con Lars Lagerback como primer entrenador. Su segundo, Heimir Hallgrimsson, es quien ahora lidera el sueño del país. Croacia aparece a priori como alternativa a Argentina por el primer puesto del Grupo D, por contar con el talento de Luka Modric e Ivan Rakitic, entre otros, aunque debió postergar su clasificación hasta la repesca. El tercer y último compromiso de la fase de grupos, por su parte, medirá a Argentina con Nigeria, su rival en la final olímpica que vio triunfar a Leo Messi, Di María y compañía en Pekín en 2008. En su cruce más reciente, sin embargo, se produjo el primer revés de Jorge Sampaoli como técnico de la Albiceleste. Ambas selecciones se citaron en el Arena del FC Krasnodar, en suelo ruso, y el conjunto argentino -sin Messi- desaprovechó una ventaja de dos goles. Ganaba por 2-0, gracias a los tantos de Ever Banega y Sergio Agüero, pero la selección de Nigeria acabó imponiéndose por 2-4. Kelechi Iheanacho, Alex Iwobi (2) y Brian Idowu le dieron el triunfo y lanzaron un mensaje de advertencia. Argentina -campeona del mundo en 1978 y 1986- se exige mejorar antes de la gran cita del fútbol mundial de 2018. Ahí, al menos en la fase de grupos, evitará a los tres rivales que no quería Sampaoli: Brasil, Francia y España. ""Están un paso por delante por tiempo de trabajo"" , asumió en una conferencia de prensa con alumnos del Tea&Deportea. A él le quedan siete meses para armar un equipo capaz de volver a competir por el cetro. EFE ";deportes
570;Superclásico argentino Boca-River vuelve a tomarse Copa Libertadores;El nuevo cara a cara será en las semifinales. Los de la banda roja cruzada serán los anfitriones.;El superclásico Boca Juniors-River Plate, los históricos archienemigos argentinos, volverá a tomarse la Copa Libertadores cuando se crucen en las semifinales, un nuevo capítulo de su enconada rivalidad que tuvo como punto más álgido la final de la edición 2018 que ganó el 'millonario'. Aún fresco en la memoria de ambas hinchadas está el 3-1 con el que los de la banda roja cruzada se impusieron sobre los xeneizes en el Santiago Bernabéu, en una final de vuelta que la Conmebol trasladó a Madrid tras los actos de violencia que protagonizaron fanáticos de River contra el autobús de Boca, cuando se acercaba el plantel al estadio Monumental para ese compromiso. La ida en La Bombonera se había saldado con un empate 2-2 sin incidentes dentro y afuera del estadio. Ahora el nuevo cara a cara será en las semifinales, a la que River llegó al empatar 1-1 este jueves con Cerro Porteño en Asunción. El veterano delantero Nelson Haedo Valdez adelantó al Ciclón guaraní a los 8 minutos, pero el uruguayo Nicolás De La Cruz se encargó a los 52 del gol 'millonario' y darle el pase al campeón defensor a las semifinales. En la ida en Buenos Aires, River se había impuesto por 2-0. Boca llegó a la penúltima fase al eliminar a Liga de Quito (0-3 y 0-0). Como aperitivo a los dos explosivos choques de semifinales, River será anfitrión este domingo de Boca por la quinta fecha de la Superliga argentina de primera división. La otra semifinal del torneo la protagonizarán Gremio y Flamengo, por lo que la final de la Copa será nuevamente entre clubes argentino y brasileño. Las semifinales están pautadas para el 2 y 3 (ida) y 23 y 24 (vuelta) de octubre, según el programa de competición de la Conmebol. La final de la Copa Libertadores 2019 por primera vez se jugará en partido único, el 23 de noviembre en sede designada que recayó en el Estadio Nacional de Santiago. Partidos de vuelta de los cuartos de final de la Copa Libertadores 2019 (entre paréntesis los resultados que se registraron en la ida y en mayúsculas los clasificados a las semifinales): Martes En Sao Paulo: Palmeiras (BRA) - GREMIO (BRA) 1-2 (1-0) - Miércoles En Buenos Aires: BOCA JUNIORS (ARG) - Liga de Quito (ECU) 0-0 (3-0) En Porto Alegre: Internacional (BRA) - Flamengo (BRA) (0-2) - Jueves En Asunción: Cerro Porteño (PAR) - RIVER PLATE (ARG) 1-1 (0-2). AFP ;deportes
571;Después de 32 días, Ronaldinho recibe buenas noticias en prisión;El exfutbolista brasileño fue enviado a la cárcel por mostrar documentos adulterados en Paraguay.;Un juez concedió este martes el arresto domiciliario para el exfutbolista brasileño Ronaldinho Gaúcho y para su hermano tras el pago de una fianza conjunta de 1.600.000 dólares, durante la revisión de medidas en el Palacio de Justicia, en el caso de uso de documentos falsos por el que están imputados. El juez penal de garantías Gustavo Amarilla indicó que la medida se cumplirá en un hotel de Asunción y con vigilancia policial. Añadió que el cumplimiento de la medida depende ahora de la aceptación del futbolista y de su hermano, que el lunes cumplieron un mes de prisión preventiva tras ser imputados por ingresar con pasaportes falsos en el aeropuerto internacional de la capital paraguaya. Ronaldinho y Roberto Assis Moreira, que es también su asesor de negocios, se encuentran en la Agrupación Especializada, una sede de la Policía Nacional, en Asunción, que también funciona como cárcel. EFE ;deportes
572;Salah no su lucha para ser el The Best: llegó a 50 goles con Liverpool;El egipcio marcó dos goles en la goleada 4-0 al Estrella Roja en la Liga de Campeones.;"El egipcio Mohamed Salah, jugador del Liverpool, aseguró estar feliz tras anotar este miércoles un doblete ante el Estrella Roja de Belgrado que le permite alcanzar los 50 tantos con el club inglés. ""Era un partido importante"", arrancó el egipcio respecto a la victoria de su equipo por 4-0 ante los serbios. ""Sabíamos que no iba a ser fácil y que lo más importante eran los tres puntos. Es genial. Estoy feliz de haber marcado mi gol número 50 con el Liverpool. Sabemos cómo compenetrarnos entre nosotros y cuáles son nuestra cualidades"", expresó el punta africano en los micrófonos de la cadena BT Sport. Salah ha necesitado de 65 partidos para llegar a la cifra de 50 goles, repartidos entre la Premier League (36) Liga de Campeones (13) y FA Cup (1). El defensa Virgil van Dijk también habló ante los medios y valoró la fuerza de sus rivales del Estrella Roja. ""Están en la Champions por una razón. En el principio del partido hubo un poco de caos y hasta que pasaron 20 minutos no lo controlamos"", empezó el holandés. ""Tenemos que fijarnos en nosotros mismo y ganar cada partido que juguemos, especialmente en casa"", agregó. Además, Van Dijk destacó la figura del volante Fabinho, titular por segunda vez esta temporada en la escuadra de Anfield. ""Fabinho ha ganado hoy muchos balones y hecho muy buenos pases. Estoy muy contento por él"", finalizó. EFE ";deportes
573;Helicóptero del dueño del Leicester se accidenta saliendo del estadio;El hecho se produjo al finalizar el partido contra West Ham, en la Liga Premier.;"El helicóptero del dueño del Leicester City, Vichai Srivaddhanaprabha, se estrelló este sábado saliendo del King Power Stadium, según reportan medios ingleses. Lo de la décima jornada de la Premier League. El accidente sucedió después del encuentro, cuando el helicóptero perdió el control y se precipitó contra el suelo, en el aparcamiento del recinto. Sin embargo, aún se desconoce si el propietario viajaba dentro de la nave. Los servicios de emergencia acudieron rápidamente para evaluar las consecuencias del suceso. ""Trabajamos con un incidente en las proximidades del King Power. Los servicios de emergencia están examinando lo sucedido"", indica un comunicado de la Policía de la ciudad. Habitualmente el propietario del Leicester City viaja en el helicóptero para ver los partidos del equipo. El accidente provocó un gran incendio cerca del estadio y un gran caos en los alrededores. EFE ";deportes
574;Convocatoria de Colombia Femenina como preparación para Panamericanos;En el ciclo la Selección enfrentará dos partidos amistosos de preparación contra Perú en Lima.;La Federación Colombiana de Fútbol dio a conocer la nómina de jugadoras que estarán con la Selección Colombia Femenina de Mayores, que tendrá el primer ciclo de preparación para los XVIII Juegos Panamericanos 2019. El entrenador Nélson Abadía convocó a 21 futbolistas que se reunirán en la sede deportiva de la Federación Colombiana de Fútbol en Bogotá. El equipo disputará dos partidos amistosos de preparación contra Perú en Lima: Viernes 5 abril Lugar: Complejo Deportivo de la FPF Hora: 4:00pm Domingo 7 abril Lugar: Estadio Mayor de San Marcos Hora: 3:30pm Mildrey Carolina Pineda Echeverri América Jéssica Caro García Generaciones Palmiranas (Liga Valle) Marcela Restrepo Valencia Generaciones Palmiranas (Liga Valle) Daniela Caracas González Atlético Huila Leicy María Santos Herrera Independiente Santa Fe Michell Valentina Lugo Torres Equidad Seguros Sara Cristina Páez Martínez Real Pasión F.C. (Liga Cundinamarca) Mayra Tatiana Ramírez Ramírez Real Pasión F.C. (Liga Cundinamarca) Daniela Alexandra Arias Rojas Atlético Bucaramanga Manuela Alexandra González Mendoza Atlético Bucaramanga Lady Patricia Andrade Rodríguez Atlético Nacional Aura María Hoyos Gutiérrez Leones Fútbol Club Isabella Echeverri Restrepo Formas Íntimas (Liga Antioquia) Diana Carolina Ospina García Formas Íntimas (Liga Antioquia) Oriánica Velásquez Herrera Formas Íntimas (Liga Antioquia) Yisela Cuesta Bejarano Formas Íntimas (Liga Antioquia) Sandra Milena Sepúlveda Lopera Junior F.C. Daniela Montoya Quiroz Junior F.C. Natalia Gaitán Laguado Valencia Femenina C.F. (Esp) Vanessa Córdoba Arteaga Albecete Balompié (Esp) Carolina Arias Vidal Servette F.C. (Sui) Nelson Abadía Aragón Director Técnico Sandra Milena Salamanca Quiñónez Asistente Técnico Mario Alberto Jáner Arbeláez Preparador Físico Luz Karime Alviz Conde Médico Lincoln Mosquera Castillo Entrenador De Arqueros Ómar Alberto Espinosa Solano Utilero DEPORTES ;deportes
575;Sevilla y Atlético de Madrid jugaron para el Barcelona;Los escoltas del club catalán empataron 1-1.;Atlético de Madrid, segundo, y Sevilla, tercero en la tabla de la Liga de España detrás del Barcelona, empataron a un gol en partido de la jornada 18 de la Liga. Los dos goles tuvieron acento francés: Wissam Ben Yedder adelantó a los sevillistas con un disparo desde dentro del área (37) y Antoine Griezmann empató para los atléticos antes del descanso con un lanzamiento de golpe franco directo (45). El Sevilla atacó más, sobre todo con un majestuoso Jesús Navas, pero chocó siempre contra el muro atlético. El equipo andaluz logró romper una vez la defensa atlética, con un disparo del portugués André Silva que pegó en el palo y que Ben Yedder estuvo atento al rechace para batir al esloveno Jan Oblak (37). Ben Yedder tuvo otras dos grandes ocasiones, pero perdió un mano a mano con Oblak dos minutos después del gol (39) y con un disparo al palo en la segunda parte (69). El arquero esloveno fue  de nuevo decisivo ante un remate del francés Joris Gnagnon a poco para el final (84). Oblak decisivo Ysi Oblak es uno  de los pilares en los que se basa el éxito del equipo de Diego Simeone, otro es Griezmann, que dio un punto a su equipo con un magnífico disparo de falta, después  de haber tenido otras tres oportunidades para marcar. Incluso tuvo la pelota  de partido, pero falló en el uno para uno ante el arquero sevillista Tomas Vacik . Apenas dos días después  de empatar contra el Real Madrid, el Villarreal arrancó otro punto este domingo en su visita a Eibar, suficiente para salir provisionalmente de la zona de descenso. Los protagonistas del partido disputado en Ipurua fueron los dos arqueros, Asier Riesgo y Sergio Asenjo, quienes desbarataron todos los ataques  de las delanteras rivales. Con este empate, el Eibar se mantiene en la zona media (12º con 22 puntos) y el Villarreal supera por un punto al Athletic (17 a 16), el equipo que marca el descenso y que cerrará la fecha el lunes visitando al Celta.​​ ;deportes
576;Shannon revela tips con los que mantiene vivo el amor con James;La pareja del estelar futbolista colombiano confesó.;"Shannon de Lima volvió a mover las redes sociales. la modelo venezolana y actual pareja del futbolista colombiano del Real Madrid, James Rodríguez, reveló secretos que la han servido para mantener una amorosa relación con el cucuteno. ""Primero, amarse mucho! Mucha tolerancia porque todos somos personas diferentes"" , escribió en sus redes sociales. Ya agregó: ""Confianza y respeto"". ""Darse amor todos los días. Las relaciones son de trabajo. Todos los días hay que ponerle"", señaló en su cuenta de Intagram. ";deportes
577;Sin Messi ni CR7, el clásico español es terrenal;Este domingo se enfrentan Barcelona y Real Madrid a las 10:15 a. m., con tv de Directv.;"Desde la temporada 2009-2010, cuando Cristiano Ronaldo llegó al Real Madrid, siempre participó en un clásico español alguno de los dos mejores futbolistas del mundo. Pero este domingo, por primera vez después de casi una década, ni el jugador portugués (vendido a Juventus) ni Lionel Messi (lesionado) estarán presentes en un choque entre azulgranas y merengues (Directv, 10:15 a. m.). Ese dato apunta al posible fin de una era en el fútbol español, marcado en los últimos diez años por la competencia feroz entre dos jugadores que parecen ser de otro planeta. Jamás, en los 32 partidos en los que pudieron competir ambos, habían faltado los dos a la cita. Entre la campaña 2009-2010 y la 2017-18, ese fue el número de ocasiones en las que se enfrentaron Real Madrid y Barcelona. Lo hicieron 18 veces en Liga, 6 en la Supercopa de España y en la Copa del Rey y 2 en la Liga de Campeones. Pero, sin duda, lo que más extrañarán sus aficionados son los goles: el actual jugador del Juventus, en total, marcó 18 goles al Barcelona mientras estuvo en España, en todas las competencias. Messi, por su parte, anotó en 20 oportunidades, seis de ellas de penalti. Ese será el déficit más grande que tendrá el Barcelona-Real Madrid de este domingo. La relevancia de los dos también se puede medir en los juegos que cambiaron el rumbo: tanto Messi como Cristiano les dieron la victoria a sus respectivos equipos en dos ocasiones, y en otros tres encuentros se hicieron presentes ambos en el marcador (véase gráfico). Y no solo será en los clásicos. Lionel Messi y Cristiano Ronaldo fueron parte fundamental de sus equipos durante los últimos años. Contando la Liga y la Liga de Campeones, el argentino marcó el 36 por ciento de los goles del equipo blaugrana, mientras que el portugués hizo solo un punto porcentual menos. Eso sin contar con los balones de oro individuales y los títulos colectivos que consiguieron con sus equipos. La décima jornada de la Liga española puede marcar el futuro del técnico Julen Lopetegui en el banquillo merengue. La corta victoria 2-1, el martes, en Liga de Campeones supuso un balón de oxígeno para Lopetegui, bajo presión tras una racha de cinco partidos sin ganar, cuatro de ellos derrrotas, cortada el martes ante el Viktoria plzen. “Para mí, hoy es un punto de inflexión”, decía el técnico blanco tras el encuentro, apuntando al “partido precioso” contra el Barcelona, en el que una derrota puede suponer la sentencia definitiva para el exseleccionador español. “Hemos recuperado confianza, la cual se tiene ganando partidos, metiendo goles, creando ocasiones. Vamos a prepararnos bien tranquilamente para ese gran partido del fin de semana ”, dijo, por su parte, el delantero Karim Benzema, quien hoy sería titular. Varios medios en España coincidieron en que Florentino Pérez, presidente del Real Madrid, quiso despedir al entrenador antes del clásico; sin embargo, varios miembros del cuerpo directivo frenaron la decisión en espera de lo que pase en el partido contra el Barcelona. Por su parte, el equipo culé viene fortalecido porque en la Champions, tras la cómoda victoria 2-0 contra el Inter, demostró que puede jugar perfectamente sin Lionel Messi, quien el fin de semana pasado se fracturó el radio de su brazo derecho y hoy no jugará. DEPORTES ";deportes
